schema_name,procedure_name,type_desc,create_date,modify_date,days_between_create_modify,source_availability,definition_length,definition_preview
dbo,Scheduler_LocationsList_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.687,2023-10-30 18:50:49.967,3521,Has Source,973,"

-- =============================================
-- Author:		G. Tran
-- Create date: 12/14/2009
-- Description:	Gets all the Locations for UI lists
-- History:		Initials	Date			Description
--				JL			04/01/2010		Filtering location by loctype 1 (store)
--              PA          02/28/2012      Modify to work in AL
--				KD			12/31/2012		Add officenum to officename
-- =============================================

CREATE PROCEDURE [Scheduler_LocationsList_Get]
	(
	@IncludeActiveO"
dbo,Scheduler_LocationByResourceID_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.567,2023-10-30 18:50:49.923,3521,Has Source,1887,"

-- =============================================
-- File Name:	Scheduler_LocationByResourceID_Get.sql
-- Description:	This Stored Procedure Gets Locations By Provider.
-- Author:	Armando Moran
-- Example: [Scheduler_LocationByResourceID_Get] 11
-- History:	Date		Initials	Description
--			02/16/2010	AM			Created
--			02/24/2010	JL			Updated to include office hours
--			04/01/2010	JL			Updated to filter by loctype 1 (store) and to use left outer join when joining AppSch_Office
--     "
dbo,GetPackageByIdAndCheckIsValidIOF,SQL_STORED_PROCEDURE,2022-03-10 10:31:41.650,2023-10-30 18:50:49.917,599,Has Source,2290,"CREATE PROCEDURE [dbo].[GetPackageByIdAndCheckIsValidIOF]
	@officeNum VARCHAR(8), 
	@description VARCHAR(50) = NULL,
	@packageID int = NULL,
	@isVSPIOF bit = 0
AS
BEGIN

	SET NOCOUNT ON;

	IF @description IS NULL OR @description = ''
		SET @description = '%'
	ELSE 
		SET @description = '%' + @description + '%';

	IF @packageID = 0 
		SET @packageID = NULL 

	IF OBJECT_ID('tempdb..#TempPackSchedule') IS NOT NULL
		DROP TABLE #TempPackSchedule

	CREATE TABLE #TempPackSchedule 
	(packageid int)


	"
dbo,AddOfficeFromOfficeTemp,SQL_STORED_PROCEDURE,2011-02-24 23:15:12.887,2023-10-30 18:50:49.910,4631,Has Source,1711,"-- =============================================
-- Author:		Praveen
-- Create date: 10/06/2010
-- Description:	Add Office
-- =============================================
CREATE PROCEDURE [dbo].[AddOfficeFromOfficeTemp]
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    -- Insert statements for procedure here
	DECLARE @TOfficeNum AS varchar(50)  
	DECLARE @TName AS varchar(50)
	DECLARE @TAddress1 AS va"
dbo,GetMonthlyCashSummary,SQL_STORED_PROCEDURE,2013-02-20 00:01:00.030,2023-10-30 18:50:49.873,3904,Has Source,1221,"CREATE PROCEDURE [dbo].[GetMonthlyCashSummary]
 @FromDate as datetime,
 @ToDate as datetime
 
AS
BEGIN
set @FromDate = DATEADD(dd, 0, dbo.DateOnly(@FromDate))
set @ToDate = DATEADD(dd, 1, dbo.DateOnly(@ToDate))

SELECT NEWID() as ID, GETDATE() as Date, sum(dcd.Actual) as OfficeActual, ofc.OfficeName as OfficeName, ofc.officeNum as OfficeNum,
(select Value from CatElementLU where ID = ofc.OfficeTypeId) as OfficeType, sum(dcd.Actual) - sum(dcd.Computed) as OfficeVar,
null as OfficeVarEx"
dbo,Scheduler_LocationEhrSystem_Get,SQL_STORED_PROCEDURE,2014-04-09 22:35:18.400,2023-10-30 18:50:49.870,3491,Has Source,603,"-- =======================================================
-- FileName:	Scheduler_LocationEhrSystem_Get
-- Description:	Get EHR System flag from CompanyInfo table
-- History:		Date		Initials	Description
--				03/18/2014	PTA			Created
-- =======================================================


CREATE PROCEDURE [dbo].[Scheduler_LocationEhrSystem_Get] 
	@locationId int
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	SELECT 		
		o.EMRSystem	as EHRSyste"
dbo,GetInventoryValue,SQL_STORED_PROCEDURE,2015-01-13 23:42:18.653,2023-10-30 18:50:49.827,3212,Has Source,1887,"CREATE PROCEDURE [dbo].[GetInventoryValue]
	@CutOffDate AS DateTime,
	@OfficeNums AS VarChar(Max),
	@ItemTypeIDs AS VarChar(Max),
    @FinancialGroupIDs as varchar(1000)
AS
BEGIN
	SET NOCOUNT ON;

	SELECT ID INTO #officenum FROM dbo.GetOfficeNumber(@OfficeNums)
	SELECT ID INTO #ItemTypes FROM dbo.GetOfficeNumber(@ItemTypeIDs)
	SELECT ID INTO #FinancialGroups FROM dbo.GetOfficeNumber(@FinancialGroupIDs)


SELECT ia.ID, i.ItemNum, i.ItemType, ItemType.Description as ItemTypeName, i.ItemName, i.UPC"
dbo,CleanUpPatientQuickList,SQL_STORED_PROCEDURE,2017-02-15 00:04:22.027,2023-10-30 18:50:49.583,2448,Has Source,405,"CREATE PROCEDURE [dbo].[CleanUpPatientQuickList]
AS
BEGIN
	SET NOCOUNT ON;
	BEGIN TRY
		BEGIN TRANSACTION
		-- CLEAN UP JUNCTION TABLES
		DELETE FROM OfficePatientHistory WHERE OfficeNum IN (SELECT OfficeNum FROM Office WHERE IsSingleLocation = 1)
		COMMIT
	END TRY
    BEGIN CATCH
		ROLLBACK
        SELECT
        ERROR_NUMBER() AS ErrorNumber
        ,ERROR_MESSAGE() AS ErrorMessage;
    END CATCH
END"
dbo,GetInventoryInTransit,SQL_STORED_PROCEDURE,2018-08-23 15:34:10.993,2023-10-30 18:50:49.563,1894,Has Source,1482,"CREATE PROCEDURE [dbo].[GetInventoryInTransit]
	@CutOffDate AS DateTime,
	@OfficeNums AS VarChar(Max),
	@ItemTypes as VarChar(Max)
AS
BEGIN
	SET NOCOUNT ON;


;WITH officenums AS (select id from dbo.GetOfficeNumber(@OfficeNums))
SELECT 
    distinct
    srd.ID, 
    sr.StockReceiptNum AS ReferenceNum, 
    ofrom.OfficeNum AS FromOfficeNum, 
    ofrom.OfficeName AS FromOfficeName, 
    oto.OfficeNum AS ToOfficeNum, 
    oto.OfficeName AS ToOfficeName,    
    i.ItemNum, i.ItemName, 
    srd.Recei"
dbo,Scheduler_Appointment_Del,SQL_STORED_PROCEDURE,2014-03-10 00:07:59.423,2023-10-30 18:50:49.530,3521,Has Source,3007,"CREATE PROCEDURE [Scheduler_Appointment_Del] 
	
	 @appointmentId int
	
	
AS

-- =============================================
-- File Name:	Scheduler_Appointment_Del.sql
-- Description:	This Stored Procedure Deletes Existing Appointments.
-- Author:	Armando Moran
-- Example: [Scheduler_Appointment_Del] 174046
-- History:	Date		Initials	Description
--			02/22/2010	AM			Created
--			04/13/2010	MD			Modified to delete recurring appointment when the last instance is deleted
--			04/20/2010	AM			Modi"
dbo,MapInsurancePlan,SQL_STORED_PROCEDURE,2015-05-05 22:49:42.860,2023-10-30 18:50:49.500,3100,Has Source,9220,"CREATE PROC [dbo].[MapInsurancePlan]
    @PlanID     INT,
    @OfficeNum  VARCHAR(20),
    @ModifiedBy INT,
	@Version1   INT = 262,
	@MapAllOffices INT = 1,
	@CompanyID VARCHAR(8) = NULL
AS
--------------------------------------------------------------------------------
-- Maps Insurance Plans at company and office level
-- This procedure mimics the behavior of 
-- ALE Admin -> Company Setup -> Ins Mapping -> ""Include"" Checkbox.
-- The basic premise of mapping an insurance is making a copy of a "
dbo,Scheduler_LocationIsSingleLocation_Get,SQL_STORED_PROCEDURE,2014-08-20 23:17:10.383,2023-10-30 18:50:49.470,3358,Has Source,595,"-- =======================================================
-- FileName:	Scheduler_LocationIsSingleLocation_Get
-- Description:	Gets the flag to indicate if this office is a single location type.
-- History:		Date		Initials	Description
--				07/10/2014	JD			Created
-- =======================================================


CREATE PROCEDURE [dbo].[Scheduler_LocationIsSingleLocation_Get] 
	@officeId int
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	"
dbo,SaveItemPrice_ForAllOfficesInCompany,SQL_STORED_PROCEDURE,2016-08-31 00:04:07.377,2023-10-30 18:50:49.460,2616,Has Source,846,"CREATE PROC [dbo].[SaveItemPrice_ForAllOfficesInCompany]
	@ItemID			INT, 
	@PriceTypeID	INT, 
	@Price			DECIMAL(8,2),
	@PriceListID	INT,
	@CompanyID		varchar(20),
	@SvPrice	    DECIMAL(8,2),
	@BfPrice	    DECIMAL(8,2),
	@TfPrice 	   DECIMAL(8,2),
	@PgPrice		DECIMAL(8,2)
AS
BEGIN
	SET NOCOUNT ON;
	/* Save the item price record */
	EXEC SaveItemPrice_Extension @ItemID, @PriceTypeID, @Price, @PriceListID, @SvPrice, @BfPrice, @TfPrice,@PgPrice;
	/* Fill in the holes... attach it to any office in thi"
dbo,UpdateInventoryBalanceOnHand,SQL_STORED_PROCEDURE,2010-03-14 19:42:28.110,2023-10-30 18:50:49.443,4978,Has Source,2205,"
Create PROCEDURE [dbo].[UpdateInventoryBalanceOnHand]
	
AS
BEGIN
	SET NOCOUNT ON;
	
	DECLARE @itemid AS int 
	DECLARE @Count as int
	declare @OfficeNum as varchar(8)
	DECLARE @OnHand  as int
	
	DECLARE TempCursor CURSOR FOR	
	select OfficeNum from office where isliveOffice = 1	--and OfficeNum = '38'
	OPEN TempCursor	
	FETCH NEXT FROM TempCursor INTO
	@OfficeNum
	WHILE @@FETCH_STATUS = 0
		BEGIN
			DECLARE ActivityCursor  CURSOR FOR

			select itemid, count(itemid)  from Inv"
dbo,GetKPISpecialReportByALLOfficeDaily,SQL_STORED_PROCEDURE,2009-08-25 10:59:59.967,2023-10-30 18:50:49.440,5179,Has Source,2460,"
CREATE PROCEDURE [dbo].[GetKPISpecialReportByALLOfficeDaily]

@FromDate varchar(20),
@ToDate varchar(20),
@LYFromDate varchar(20),
@LYToDate varchar(20),
@KPIID varchar(10)

AS
BEGIN
	SET NOCOUNT ON;

select Row_number() over(order by k.ID) as ID, k.ID as kpiid ,k.Description
 , case when sum(ks.quantity) is null then 0 else sum(ks.quantity) end as Quantity,
 sum(Amount) as Amount,sum(Insurance) as Insurance,sum(Discount) as Discount,sum(Retail) as Retail
 , ks.Officenum as Offi"
dbo,Scheduler_Locations_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.653,2023-10-30 18:50:49.427,3521,Has Source,1804,"

-- =============================================
-- Author:		B. VanHorne
-- Create date: 12/14/2009
-- Description:	Gets all the Locations and office hours
-- History:		Initials	Date			Description
--				JL			03/31/2010		Doing a left join on AppSch_Office table and filtering by NOT loctype 4
--				JL			04/01/2010		Filtering by loctype 1 (Store)
--				MD			10/20/2010		Added default_city and default_state
--              GL          04/05/2010      Added column EyeHome_ProviderID
--			"
dbo,Scheduler_OfficeId_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.787,2023-10-30 18:50:49.350,3521,Has Source,470,"
-- =============================================
-- Author:		Ali
-- Create date: 06/15/2012
-- Description:	Gets the display text of an audit value
-- History:		Initials	Date			Description

-- =============================================

CREATE PROCEDURE [Scheduler_OfficeId_Get]
	@officeNum varchar (8)
AS
BEGIN
	SET NOCOUNT ON;

	SELECT
		[OfficeId] as OfficeId
	FROM
		Office WITH (NOLOCK)
	WHERE
		[OfficeNum] = @officeNum

	RETURN;

END
"
dbo,Scheduler_LocationsListOfEmployee_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.703,2023-10-30 18:50:49.290,3521,Has Source,651,"

-- =============================================
-- Author:		Ali
-- Create date: 10/23/2012
-- Description:	Gets all the Locations for an Employee
-- History:		Initials	Date			Description

-- =============================================
CREATE PROCEDURE [Scheduler_LocationsListOfEmployee_Get]
	(
	@employeeID int
	)
AS
BEGIN
	SET NOCOUNT ON;

	SELECT 
		O.[OfficeNum] 
		,O.[OfficeId] as LocationId
		,O.OfficeNum + ' - ' + O.OfficeName as LocDisplayName
	FROM OfficeEmployee"
dbo,GetInventoryInTransitValue,SQL_STORED_PROCEDURE,2020-04-17 23:42:28.570,2023-10-30 18:50:49.283,1291,Has Source,1651,"
CREATE PROCEDURE [dbo].[GetInventoryInTransitValue]

	@OfficeNums AS VarChar(Max),
	@ItemTypeIDs AS VarChar(Max),
    @FinancialGroupIDs as varchar(1000)
AS
BEGIN
	SET NOCOUNT ON;

	SELECT ID INTO #officenum FROM dbo.GetOfficeNumber(@OfficeNums)
	SELECT ID INTO #ItemTypes FROM dbo.fn_GetIDsFromList(@ItemTypeIDs,"","")
	SELECT ID INTO #FinancialGroups FROM dbo.fn_GetIDsFromList(@FinancialGroupIDs,"","")


SELECT srd.ID, i.ItemNum, i.ItemType, ItemType.Description as ItemTypeName, i.ItemName, i.UPCCo"
dbo,Scheduler_LocationHolidayList_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.620,2023-10-30 18:50:49.280,3521,Has Source,289,"

CREATE PROCEDURE [dbo].[Scheduler_LocationHolidayList_Get]
	(
	@locationId INT	
	)
AS
BEGIN
	SET NOCOUNT ON;

	SELECT H.[HolidayDate]      
	FROM [dbo].[OfficeHoliday] H
	INNER JOIN Office O on O.OfficeNum = H.OfficeNum
	WHERE O.OfficeId=@locationId

	RETURN;

END


"
dbo,Scheduler_OfficeByOfficeId_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.737,2023-10-30 18:50:49.243,3521,Has Source,534,"  
-- =============================================  
-- Author:  George Llano
-- Create date: 07/10/2012  
-- Description: Gets the office information by OfficeId
-- History:  Initials Date   Description  
  
-- =============================================  
  
CREATE PROCEDURE [Scheduler_OfficeByOfficeId_Get]  
 @OfficeId int
AS  
BEGIN  
 SET NOCOUNT ON;  
  
 SELECT [OfficeNum]
      , [OfficeName]
      , [OfficeId]
   FROM [dbo].[Office] (NOLOCK)
  WHERE [OfficeId] = @O"
dbo,GetKPIReportBYDateByKPIIDs,SQL_STORED_PROCEDURE,2009-10-21 22:11:32.610,2023-10-30 18:50:49.210,5122,Has Source,7123,"CREATE PROCEDURE [dbo].[GetKPIReportBYDateByKPIIDs]


@FromDate varchar(20),
@ToDate varchar(20),
@LYFromDate varchar(20),
@LYToDate varchar(20),
@KPI varchar(200),
@CompanyID varchar(20)
WITH RECOMPILE
AS
BEGIN
	SET NOCOUNT ON;
--
--select @KPI + ' - '+ ks.Officenum as ID, isnull(k.ID as KPIID ,
--k.Description,
--  ks.officenum  as OfficeNum,
--
--(select (case when(sum(Quantity)) is null then 0 else sum(Quantity) end) from kpidaily ks1 
--where ks1.kpiid=k.id and ks1.Date >=@FromDate and ks1."
dbo,UpdateFrameSearch,SQL_STORED_PROCEDURE,2020-04-17 23:42:28.580,2023-10-17 07:54:18.370,1278,Has Source,5281,"-- =============================================
-- Author:		Amish Shukla
-- Create date: 31-Oct-2019
-- Description:	Stored procedure to update FrameSearch table with data to optimize FrameSearch query.
-- =============================================

/**********************************************************
10/31/19 - Amish - Stored procedure created.
11/08/19 - Amish - Removed Transaction
11/01/21 - Robert - Added FamilyCodeCode
***********************************************************/
"
dbo,Scheduler_InsurancePlan_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:00.440,2023-09-26 07:53:51.987,3487,Has Source,542,"
-- =============================================
-- Author:		Joel Deister
-- Create date: 11/24/2010
-- Description:	Gets a specific plan for an insurance
--              even if the plan has expired.
-- =============================================

CREATE PROCEDURE [Scheduler_InsurancePlan_Get]
	(
	@planId int
	)	
AS
BEGIN
	SET NOCOUNT ON;
	SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED;

	SELECT 
		p.id as planId
		,p.planname as planName
	FROM insplan as p WITH (NOLOCK"
dbo,Scheduler_RangeNumberFromDate_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:01.090,2023-09-08 07:54:14.687,3469,Has Source,864,"-- =============================================
-- File Name:	Scheduler_RangeNumberFromDate_Get.sql
-- Description:	This Stored Procedure gets the range number based on the entered date, location and provider (optional).
-- Author:	Joel Deister
-- History:	Date		Initials	Description
--			01/31/2011	JD			Created
-- =============================================

CREATE PROCEDURE [Scheduler_RangeNumberFromDate_Get] 
	@apptDate	DATETIME = NULL,
	@locationId	INT,
	@providerId INT = NULL

AS
BEGIN
	S"
dbo,SearchAllTables2,SQL_STORED_PROCEDURE,2014-02-21 03:37:54.297,2023-08-15 07:53:32.270,3462,Has Source,2142,"
CREATE PROC [dbo].[SearchAllTables2]
(
    @SearchStr nvarchar(100),
    @ExactMatch int
)
AS

    CREATE TABLE #Results (ColumnName nvarchar(370), ColumnValue nvarchar(3630))

    SET NOCOUNT ON

    DECLARE @TableName nvarchar(256), @ColumnName nvarchar(128), @SearchStr2 nvarchar(110), @WhereClause nvarchar(256)
    SET @TableName = ''

    IF @ExactMatch = 1
		SET @SearchStr2 = QUOTENAME(@SearchStr,'''')
    ELSE
		SET @SearchStr2 = QUOTENAME('%' + @SearchStr + '%','''')

    WHILE @TableNam"
dbo,SearchAllTables,SQL_STORED_PROCEDURE,2009-08-29 12:37:05.187,2023-08-15 07:53:32.263,5099,Has Source,1825,"CREATE PROC SearchAllTables
(
	@SearchStr nvarchar(100)
)
AS
BEGIN

	-- Copyright © 2002 Narayana Vyas Kondreddi. All rights reserved.
	-- Purpose: To search all columns of all tables for a given search string
	-- Written by: Narayana Vyas Kondreddi
	-- Site: http://vyaskn.tripod.com
	-- Tested on: SQL Server 7.0 and SQL Server 2000
	-- Date modified: 28th July 2002 22:50 GMT


	CREATE TABLE #Results (ColumnName nvarchar(370), ColumnValue nvarchar(3630))

	SET NOCOUNT ON

	DECLARE @TableName nva"
dbo,SaveExistingPriceBulkFrameSetup,SQL_STORED_PROCEDURE,2014-12-17 23:08:36.760,2023-08-15 07:53:32.243,3163,Has Source,5944,"CREATE PROCEDURE [dbo].[SaveExistingPriceBulkFrameSetup]
    @companyId VARCHAR(20),
    @onlyPriceActive INT,
    @changeTypeValue DECIMAL(18, 2),
    @changeTypePercentage INT,
    @dollarAmountValue DECIMAL(18, 2),
    @dollarAdd INT,
    @endIn VARCHAR(100),
    @selectedCollections VARCHAR(MAX)
AS
BEGIN
    DECLARE @tranname VARCHAR(20);
    SELECT @tranname = 'SaveExistingPriceBFSTransaction';

    SET NOCOUNT ON;
    IF (@onlyPriceActive = 0)
    BEGIN
        --activate frame collection	"
dbo,GetPhysicalScanByCriteriaList,SQL_STORED_PROCEDURE,2018-08-23 15:34:11.010,2023-08-15 07:53:32.220,1818,Has Source,1515,"CREATE PROCEDURE [dbo].[GetPhysicalScanByCriteriaList]
@CompanyId AS VARCHAR(20),
@ItemNum AS VARCHAR(50), 
@UPCCode AS VARCHAR(50),
@CollectionIDs AS VARCHAR(MAX)
AS
BEGIN
	SET NOCOUNT ON;
	DECLARE @Sql NVARCHAR(MAX)
    SELECT @Sql = '
	     SELECT 
			 i.ID as ID, 
			 ifa.ItemID as ItemID,
			 i.ItemNum as ItemNum,
			 i.ItemName as ItemName,
			 i.UPCCode as UPCCode,
			 i.Active as Active,
			 fc.ID as CollectionID,
			 i.DataSourceID as DataSourceID	
		 FROM 	
			 ItemFrame ifa INNER JOIN"
dbo,GenerateInserts,SQL_STORED_PROCEDURE,2014-02-21 03:37:54.580,2023-08-15 07:53:32.207,3462,Has Source,932,"

CREATE PROCEDURE dbo.GenerateInserts
    @table     NVARCHAR(511), -- expects schema.table notation
    @pk_column SYSNAME,       -- column that is primary key
	@whereClause NVARCHAR(MAX) -- the where clause used to parse down the data
AS
BEGIN

	declare @temp TABLE ( keyValue nvarchar(10),	Pos int );
	declare @result TABLE (	insertString nvarchar(MAX) );
	declare @query NVARCHAR(MAX)

	set @query = 
	'with qry as 
	(
		SELECT ' + @pk_column + ' as KeyValue, ROW_NUMBER() over(ORDER BY ' + @pk_"
dbo,Scheduler_TemplatesDetail_Get,SQL_STORED_PROCEDURE,2014-03-10 00:08:02.077,2023-07-21 14:08:52.317,3420,Has Source,1008,"-- =============================================
-- Author:		M. Nabeel
-- Create date: 03/23/2010
-- Description:	Gets the detail for a particular Template
-- History		Initials	Date			Description
--				JL			04/12/2010		Added temptID to result set
--				KD			02/13/2013	    Added tempt_Name and tempt_DisplayName to result set
-- =============================================

CREATE PROCEDURE [Scheduler_TemplatesDetail_Get]
	@temptID INT
	,@tempt_DayofWeek INT
AS
BEGIN
	SET NOCOUNT ON;

	SELECT
		D"
dbo,UpdateInventoryBalanceOnHand1,SQL_STORED_PROCEDURE,2010-12-27 17:32:20.540,2023-05-12 16:16:45.040,4519,Has Source,3709,"
CREATE PROCEDURE [dbo].[UpdateInventoryBalanceOnHand1]
	
AS
BEGIN
	SET NOCOUNT ON;
	
	DECLARE @itemid AS int 
	DECLARE @Count as int
	declare @OfficeNum as varchar(8) -- '8081'
	DECLARE @OnHand  as int
	DECLARE @Adjustment  as int
	DECLARE @PhysicalID  as int --26
	declare @AdjustmentID as int --118
	declare @AdjustmentDate as datetime -- getdate()
	declare @Employee as int --605
	
	DECLARE TempCursor CURSOR FOR	
	select ip.id, ip.officeNum,getdate(), 605 from inventoryPhysica"
dbo,Clean_CSVFrame,SQL_STORED_PROCEDURE,2018-08-23 15:34:10.790,2023-05-12 16:16:43.967,1723,Has Source,297,"CREATE PROCEDURE [dbo].[Clean_CSVFrame]
(@RESULT AS INT = 0 OUTPUT)
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DELETE FROM CSVFrame
	DBCC CHECKIDENT('CSVFrame', RESEED, 0)
	SET @RESULT = '1'
	RETURN @RESULT
END"
dbo,GenerateItemContactLensFromRange,SQL_STORED_PROCEDURE,2009-05-14 21:40:57.310,2023-05-12 16:16:43.940,5111,Has Source,5398,"-- =============================================
-- Author:		<Author,,Name>
-- Create date: <Create Date,,>
-- Description:	<Description,,>
-- =============================================
CREATE PROCEDURE [dbo].[GenerateItemContactLensFromRange]
AS
BEGIN

declare @itemId as int
declare @styleId as int
declare @colorId as varchar(8)
declare @powerId as int

declare @price as decimal(8,2)
declare @priceType as int
declare @priceList as int

declare @styleName as varchar(30)
dec"
dbo,LoadABBData3_BKP,SQL_STORED_PROCEDURE,2012-02-29 08:33:02.307,2023-05-12 16:16:43.930,4090,Has Source,5495,"Create PROCEDURE [dbo].[LoadABBData3_BKP]
AS
BEGIN
	
	DECLARE @styleid AS INT
	DECLARE @TItemNo AS varchar(50)  
	DECLARE @prd_upc_code AS varchar(50)
	DECLARE @prd_description AS varchar(50)
	DECLARE @ItemID AS int
	DECLARE @ItemNum AS varchar(50)
	DECLARE @PowerID AS int
	DECLARE @ColorCode AS varchar(50)  
	DECLARE @Sphere AS decimal(8,2)
	Declare @cylinder as decimal(8,2)
	Declare @add as decimal (8,2)
	declare @axis as int 
	declare @SupplierID as int
	declare @ItemType as "
dbo,LoadABBData2,SQL_STORED_PROCEDURE,2009-06-04 21:34:04.503,2023-05-12 16:16:43.923,5090,Has Source,2971,"-- =============================================
-- Author:		<Author,,Name>
-- Create date: <Create Date,,>
-- Description:	<Description,,>
-- =============================================
CREATE PROCEDURE [dbo].[LoadABBData2]
AS
BEGIN
	
	declare @styleid as int 
	
	DECLARE TempCursor CURSOR FOR
	SELECT CLStyleID
	FROM [dbo].[CLStyleMapping]		
	WHERE SupplierID = 1
	
	OPEN TempCursor

	FETCH NEXT FROM TempCursor INTO
	@styleid

	WHILE @@FETCH_STATUS = 0
		BEGIN
			print @s"
dbo,UpdateCLItemName,SQL_STORED_PROCEDURE,2010-02-08 16:51:18.993,2023-05-12 16:16:43.920,4841,Has Source,2863,"
CREATE PROCEDURE [dbo].[UpdateCLItemName]
AS
BEGIN
	
	DECLARE @styleid AS INT
	DECLARE @TItemNo AS varchar(50)  
	DECLARE @prd_upc_code AS varchar(50)
	DECLARE @prd_description AS varchar(50)
	DECLARE @ItemID AS int
	DECLARE @ItemNum AS varchar(50)
	DECLARE @PowerID AS int
	DECLARE @ColorCode AS varchar(50)  
	DECLARE @Sphere AS decimal(8,2)
	Declare @cylinder as decimal(8,2)
	Declare @add as decimal (8,2)
	declare @axis as int 
	declare @SupplierID as int
	declare @ItemType a"
dbo,LoadABBData3,SQL_STORED_PROCEDURE,2009-08-25 11:00:02.043,2023-05-12 16:16:43.907,5008,Has Source,5685,"-- =============================================
-- Author:		<Author,,Name>
-- Create date: <Create Date,,>
-- Description:	<Description,,>
-- =============================================
CREATE PROCEDURE [dbo].[LoadABBData3]
AS
BEGIN
	
	DECLARE @styleid AS INT
	DECLARE @TItemNo AS varchar(50)  
	DECLARE @prd_upc_code AS varchar(50)
	DECLARE @prd_description AS varchar(50)
	DECLARE @ItemID AS int
	DECLARE @ItemNum AS varchar(50)
	DECLARE @PowerID AS int
	DECLARE @ColorCode AS va"
dbo,GetContactLensPowers_Extension,SQL_STORED_PROCEDURE,2014-03-10 00:09:07.790,2023-05-12 16:16:43.900,3350,Has Source,218,"CREATE PROC [dbo].GetContactLensPowers_Extension
	@ClStyleId        INT
AS
BEGIN
	SET NOCOUNT ON;

	SELECT CLPowerId, ClStyleId, Base, Diameter 
			
	FROM dbo.CLPower
	
	WHERE  CLStyleID = @ClStyleId

END
"
dbo,CopyRecallTypeSetup,SQL_STORED_PROCEDURE,2017-08-09 00:47:02.113,2023-04-23 07:55:05.597,2083,Has Source,2896,"/*************************************************************************************
************************COPY Item component mapping DATA**********************************
-- This stored procedure copies over Recall Types and Notices data from one practice to another.
-- This stored procedure is used in the Copy Setup Data and Go Live functions of ALSupport.
*************************************************************************************/

CREATE PROCEDURE [dbo].[CopyRecallTypeSetup]
"
WorkQueues,WorkFlowPurge_Appointments,SQL_STORED_PROCEDURE,2014-03-10 00:09:08.083,2023-03-19 07:58:56.643,3296,Has Source,1576,"-- =============================================
-- Author:		Andrei Ramanovich
-- Create date: 01/15/2014
-- Description:	Purge Appointment Workflow
-- =============================================
CREATE PROCEDURE [WorkQueues].[WorkFlowPurge_Appointments]
AS
BEGIN
	 
	 declare @ErrorCode int
	 
	 BEGIN TRY 
		BEGIN TRANSACTION

		SELECT ID INTO #temp_wfevent_del FROM WFEvent WHERE WFTypeId=3

		SELECT ID INTO #temp_wfactivity_del FROM WFActivity WHERE WFEventId IN (SELECT ID FRO"
dbo,uspCleanTempFrame,SQL_STORED_PROCEDURE,2008-09-08 13:07:23.840,2023-03-19 07:58:56.640,5305,Has Source,513,"-- =============================================
-- Author:		Ahmed Alhosaini
-- Create date: 09/08/2008
-- Description:	Cleaning VST_Frame
-- =============================================
CREATE PROCEDURE [dbo].[uspCleanTempFrame]
(@RESULT AS INT = 0 OUTPUT)
AS
BEGIN
	-- SET NOCOUNT ON added to prevent extra result sets from
	-- interfering with SELECT statements.
	SET NOCOUNT ON;

    DELETE FROM VST_Frame
	DBCC CHECKIDENT('VST_Frame', RESEED, 0)
	SET @RESULT = '1'
	RETURN @RESU"
dbo,CleanVSTFrameTable,SQL_STORED_PROCEDURE,2015-08-25 23:04:45.153,2023-03-19 07:58:56.637,2763,Has Source,127,"CREATE PROCEDURE [dbo].[CleanVSTFrameTable]
AS
BEGIN
    truncate table VST_Frame
	DBCC CHECKIDENT('VST_Frame', RESEED, 0)	
END"
dbo,xifDeleteInboundBatch,SQL_STORED_PROCEDURE,2008-09-02 20:21:47.580,2023-03-19 07:58:56.633,5311,Has Source,145,"

CREATE PROCEDURE [dbo].[xifDeleteInboundBatch]
@piBatchID int
AS


DELETE VisionStarStatus WHERE XifBatchID = @piBatchID







"
