procedure_name,parameter_name,data_type,max_length,precision,scale,is_output,has_default_value,default_value,parameter_id
GetPatientLiteWithPhoneOnly,@InActiveValue,bit,1,1,0,False,False,,5
GetPatientLiteWithPhoneOnly,@OfficeId,varchar,8,0,0,False,False,,6
GetPatientOrderInvoiceDataByOrder,@CutOffDate,datetime,8,23,3,False,False,,1
GetPatientOrderInvoiceDataByOrder,@CompanyId,varchar,20,0,0,False,False,,2
GetPatientOrderInvoiceDataByOrder,@OrderId,int,4,10,0,False,False,,3
GetPatientOrderLedgerInsuranceData,@CutOffDate,datetime,8,23,3,False,False,,1
GetPatientOrderLedgerInsuranceData,@CompanyId,varchar,20,0,0,False,False,,2
GetPatientOrderLedgerInsuranceData,@OrderIdList,varchar,-1,0,0,False,False,,3
GetPatientOrderLedgerInvoiceData,@cutOffDate,datetime,8,23,3,False,False,,1
GetPatientOrderLedgerInvoiceData,@CompanyId,varchar,20,0,0,False,False,,2
GetPatientOrderLedgerInvoiceData,@orderIdList,varchar,-1,0,0,False,False,,3
GetPatientOrderLedgerPaymentData,@cutOffDate,datetime,8,23,3,False,False,,1
GetPatientOrderLedgerPaymentData,@CompanyId,varchar,20,0,0,False,False,,2
GetPatientOrderLedgerPaymentData,@orderIdList,varchar,-1,0,0,False,False,,3
GetPatientQuickList,@MaxResultValue,int,4,10,0,False,False,,1
GetPatientQuickList,@FirstResult,int,4,10,0,False,False,,2
GetPatientQuickList,@OfficeNum,nvarchar,16,0,0,False,False,,3
GetPatientQuickList,@ApptDate,datetime,8,23,3,False,False,,4
GetPatientQuickList,@Search,varchar,25,0,0,False,False,,5
GetPatientReferrals,@CompanyID,varchar,50,0,0,False,False,,1
GetPatientReferrals,@FromDate,datetime,8,23,3,False,False,,2
GetPatientReferrals,@ToDate,datetime,8,23,3,False,False,,3
GetPatientReferrals,@OfficeNums,varchar,-1,0,0,False,False,,4
GetPatientReferrals,@IsAllOfficesSelected,bit,1,1,0,False,False,,5
GetPatientRXSales,@FromDate,datetime,8,23,3,False,False,,1
GetPatientRXSales,@ToDate,datetime,8,23,3,False,False,,2
GetPatientRXSales,@FromSpere,decimal,5,6,2,False,False,,3
GetPatientRXSales,@ToSpere,decimal,5,6,2,False,False,,4
GetPatientRXSales,@FromCylinder,decimal,5,6,2,False,False,,5
GetPatientRXSales,@ToCylinder,decimal,5,6,2,False,False,,6
GetPatientRXSales,@FromAxis,int,4,10,0,False,False,,7
GetPatientRXSales,@ToAxis,int,4,10,0,False,False,,8
GetPatientRXSales,@FromAge,int,4,10,0,False,False,,9
GetPatientRXSales,@ToAge,int,4,10,0,False,False,,10
GetPatientRXSales,@CLStyle,varchar,100,0,0,False,False,,11
GetPatientRXSales,@CPTCode,varchar,10,0,0,False,False,,12
GetPatientRXSales,@CompanyID,varchar,20,0,0,False,False,,13
GetPatientStatementReport,@cutOffDate,datetime,8,23,3,False,False,,1
GetPatientStatementReport,@OfficeNumber,varchar,30,0,0,False,False,,2
GetPatientStatementReport,@orderid,varchar,10,0,0,False,False,,3
GetPhysicalScanByCriteriaList,@CompanyId,varchar,20,0,0,False,False,,1
GetPhysicalScanByCriteriaList,@ItemNum,varchar,50,0,0,False,False,,2
GetPhysicalScanByCriteriaList,@UPCCode,varchar,50,0,0,False,False,,3
GetPhysicalScanByCriteriaList,@CollectionIDs,varchar,-1,0,0,False,False,,4
GetPOSAR,@FromTransDate,datetime,8,23,3,False,False,,1
GetPOSAR,@ToTransDate,datetime,8,23,3,False,False,,2
GetPOSAR,@CompanyID,varchar,10,0,0,False,False,,3
GetPOSAR,@OfficeNums,varchar,-1,0,0,False,False,,4
GetPOSAR,@IncludeOldSystemCredit,bit,1,1,0,False,False,,5
GetPOSPaymentDetailbyTransactionDateforMailCheckandCC,@fromdate,datetime,8,23,3,False,False,,1
GetPOSPaymentDetailbyTransactionDateforMailCheckandCC,@todate,datetime,8,23,3,False,False,,2
GetPOSPaymentDetailbyTransactionDateforMailCheckandCC,@CompanyID,varchar,20,0,0,False,False,,3
GetPOSPaymentDetailbyTransactionDateforMailCheckandCC,@Paymenttypeid,varchar,25,0,0,False,False,,4
GetPOSPaymentDetailforMiscandCredit,@fromdate,datetime,8,23,3,False,False,,1
GetPOSPaymentDetailforMiscandCredit,@todate,datetime,8,23,3,False,False,,2
GetPOSPaymentDetailforMiscandCredit,@TransTypeid,int,4,10,0,False,False,,3
GetPOSPaymentDetailforMiscandCredit,@CompanyID,varchar,20,0,0,False,False,,4
GetPOSPaymentDetailforMiscandCredit,@Paymenttypeid,int,4,10,0,False,False,,5
GetPOSReceivables,@fromdate,datetime,8,23,3,False,False,,1
GetPOSReceivables,@todate,datetime,8,23,3,False,False,,2
GetPOSReceivables,@CompanyID,varchar,20,0,0,False,False,,3
GetPOSReceivables,@CarrierCode,varchar,20,0,0,False,False,,4
GetPOSReceivables,@OfficeNum,varchar,-1,0,0,False,False,,5
GetPOSReceivables,@IsPrepaidCarrier,bit,1,1,0,False,False,,6
GetPOSReceivablesSummary,@fromdate,datetime,8,23,3,False,False,,1
GetPOSReceivablesSummary,@todate,datetime,8,23,3,False,False,,2
GetPOSReceivablesSummary,@CompanyID,varchar,20,0,0,False,False,,3
GetPOSReceivablesSummary,@CarrierCode,varchar,20,0,0,False,False,,4
GetPOSReceivablesSummary,@OfficeNum,varchar,-1,0,0,False,False,,5
GetPOSReceivablesSummary,@IsPrepaidCarrier,bit,1,1,0,False,False,,6
GetProductServiceTaxes_Extension,@OfficeNum,varchar,8,0,0,False,False,,1
GetProfessionalReferrals,@FromDate,datetime,8,23,3,False,False,,1
GetProfessionalReferrals,@ToDate,datetime,8,23,3,False,False,,2
GetProfessionalReferrals,@CompanyID,varchar,50,0,0,False,False,,3
GetProfessionalReferrals,@OfficeNums,varchar,-1,0,0,False,False,,4
GetProfessionalReferrals,@IsAllOfficesSelected,bit,1,1,0,False,False,,5
GetSalesByFinancialGroup,@Fromdate,date,3,10,0,False,False,,1
GetSalesByFinancialGroup,@Todate,date,3,10,0,False,False,,2
GetSalesByFinancialGroup,@companyid,varchar,10,0,0,False,False,,3
GetSalesByFinancialGroup,@ReportType,int,4,10,0,False,False,,4
GetSalesByFinancialGroup,@isSummary,bit,1,1,0,False,False,,5
GetSalesByFinancialGroup,@OfficeNums,varchar,-1,0,0,False,False,,6
GetSalesbyItemTypeandInsurance,@FromDate1,varchar,20,0,0,False,False,,1
GetSalesbyItemTypeandInsurance,@ToDate1,varchar,20,0,0,False,False,,2
GetSalesbyItemTypeandInsurance,@OfficeNum,varchar,20,0,0,False,False,,3
GetSalesbyItemTypeandInsurance,@CarrierCode,varchar,100,0,0,False,False,,4
GetSalesbyItemTypeandInsurance,@CompanyId,varchar,20,0,0,False,False,,5
GetScheduleRecallDetailsReportByCriteria,@RecallId,int,4,10,0,False,False,,1
GetScheduleRecallDetailsReportByCriteria,@DocNum,int,4,10,0,False,False,,2
GetScheduleRecallDetailsReportByCriteria,@RecallFromDate,varchar,20,0,0,False,False,,3
GetScheduleRecallDetailsReportByCriteria,@RecallToDate,varchar,20,0,0,False,False,,4
GetScheduleRecallDetailsReportByCriteria,@RecallTypeId,int,4,10,0,False,False,,5
GetServiceExamItems_Extension,@OfficeNum,varchar,8,0,0,False,False,,1
GetServiceExamItems_Extension,@CptCode,varchar,50,0,0,False,False,,2
GetServiceExamItems_Extension,@ServiceDescription,varchar,100,0,0,False,False,,3
GetServiceExamItems_Extension,@ActiveOnly,bit,1,1,0,False,False,,4
GetServiceExamItems_Extension,@DurationMethodSetting,int,4,10,0,False,False,,5
GetSpexControlDetails,@ControlID,varchar,50,0,0,False,False,,1
GetSpexControlDetails,@ManufacturerLoaded,int,4,10,0,False,False,,2
GetSpexControlDetails,@CollectionStatus,int,4,10,0,False,False,,3
GetSpexControlDetails,@ManufaturerNotLoaded,int,4,10,0,False,False,,4
GetSpexControlDetails,@FramesLoaded,int,4,10,0,False,False,,5
GetSpexControlDetails,@MatchSpexCollectionToSpexData,bit,1,1,0,False,False,,6
GetSpexFrameDetails,@SpexControlID,int,4,10,0,False,False,,1
GetSpexFrameDetails,@SessionId,uniqueidentifier,16,0,0,False,False,,2
GetSpexFrameDetails,@MatchSpexCollectionToSpexData,bit,1,1,0,False,False,,3
GetUnbilledAging,@toservicedate,datetime,8,23,3,False,False,,1
GetUnbilledAging,@todate,datetime,8,23,3,False,False,,2
GetUnbilledAging,@Companyid,varchar,10,0,0,False,False,,3
GetUnbilledBalanceAging,@toservicedate,datetime,8,23,3,False,False,,1
GetUnbilledBalanceAging,@todate,datetime,8,23,3,False,False,,2
GetUnbilledBalanceAging,@Companyid,varchar,10,0,0,False,False,,3
GetUndeliveredCashOrders,@CutoffDate,datetime,8,23,3,False,False,,1
GetUndeliveredCashOrders,@CompanyID,nvarchar,20,0,0,False,False,,2
GetUndeliveredCashOrders,@OfficeNum,nvarchar,200,0,0,False,False,,3
GetUndeliveredCashOrdersByOrder,@CutoffDate,datetime,8,23,3,False,False,,1
GetUndeliveredCashOrdersByOrder,@CompanyID,nvarchar,20,0,0,False,False,,2
GetUndeliveredCashOrdersByOrder,@OfficeNum,nvarchar,600,0,0,False,False,,3
GetUndeliveredOrders,@CutoffDate,datetime,8,23,3,False,False,,1
GetUndeliveredOrders,@CompanyID,nvarchar,20,0,0,False,False,,2
GetUndeliveredOrders,@OfficeNum,nvarchar,200,0,0,False,False,,3
GetUndeliveredOrdersbyOrders,@CutoffDate,datetime,8,23,3,False,False,,1
GetUndeliveredOrdersbyOrders,@CompanyID,nvarchar,20,0,0,False,False,,2
GetUndeliveredOrdersbyOrders,@OfficeNum,nvarchar,600,0,0,False,False,,3
GetWarrantyUsage,@fromdate,datetime,8,23,3,False,False,,1
GetWarrantyUsage,@todate,datetime,8,23,3,False,False,,2
GetWarrantyUsage,@CompanyID,varchar,20,0,0,False,False,,3
GetWarrantyUsage,@OfficeNum,varchar,10,0,0,False,False,,4
GetWholeSalePriceBulkFrameSetup,@companyId,varchar,20,0,0,False,False,,1
GetWholeSalePriceBulkFrameSetup,@onlyPriceActive,int,4,10,0,False,False,,2
GetWholeSalePriceBulkFrameSetup,@changeTypeValue,decimal,9,18,2,False,False,,3
GetWholeSalePriceBulkFrameSetup,@changeTypePercentage,int,4,10,0,False,False,,4
GetWholeSalePriceBulkFrameSetup,@dollarAmountValue,decimal,9,18,2,False,False,,5
GetWholeSalePriceBulkFrameSetup,@dollarAdd,int,4,10,0,False,False,,6
GetWholeSalePriceBulkFrameSetup,@endIn,varchar,100,0,0,False,False,,7
GetWholeSalePriceBulkFrameSetup,@selectedCollections,varchar,-1,0,0,False,False,,8
GetWholeSalePriceBulkFrameSetup,@startIndex,int,4,10,0,False,False,,9
GetWholeSalePriceBulkFrameSetup,@pageSize,int,4,10,0,False,False,,10
GetWholeSalePriceBulkFrameSetup,@sortCol,varchar,50,0,0,False,False,,11
GetWholeSalePriceBulkFrameSetup,@sortDirect,varchar,4,0,0,False,False,,12
GetYourCostBulkFrameSetup,@companyId,varchar,20,0,0,False,False,,1
GetYourCostBulkFrameSetup,@onlyPriceActive,int,4,10,0,False,False,,2
GetYourCostBulkFrameSetup,@changeTypeValue,decimal,9,18,2,False,False,,3
GetYourCostBulkFrameSetup,@changeTypePercentage,int,4,10,0,False,False,,4
GetYourCostBulkFrameSetup,@dollarAmountValue,decimal,9,18,2,False,False,,5
GetYourCostBulkFrameSetup,@dollarAdd,int,4,10,0,False,False,,6
GetYourCostBulkFrameSetup,@endIn,varchar,100,0,0,False,False,,7
GetYourCostBulkFrameSetup,@selectedCollections,varchar,-1,0,0,False,False,,8
GetYourCostBulkFrameSetup,@startIndex,int,4,10,0,False,False,,9
GetYourCostBulkFrameSetup,@pageSize,int,4,10,0,False,False,,10
GetYourCostBulkFrameSetup,@sortCol,varchar,50,0,0,False,False,,11
GetYourCostBulkFrameSetup,@sortDirect,varchar,4,0,0,False,False,,12
GiveUserAlSupportAccess,@UserId,int,4,10,0,False,False,,1
InventoryValuationMethodChange,@CompanyID,varchar,-1,0,0,False,False,,1
InventoryValuationMethodChange,@OldValuation,varchar,-1,0,0,False,False,,2
InventoryValuationMethodChange,@NewValuation,varchar,-1,0,0,False,False,,3
LoadAccessories_NewClients,@RESULT,int,4,10,0,True,False,,1
LoadCouponCodesFromTemp,@CompanyID,varchar,20,0,0,False,False,,1
LoadCouponCodesFromTemp,@PromotionID,int,4,10,0,False,False,,2
LoadFrameCollectionForApi,@SpexControlForApiID,int,4,10,0,False,False,,1
LoadFrames_NewClients,@RESULT,int,4,10,0,True,False,,1
LoadOldSystemBalanceByPatient,@PatientHomeOffice,varchar,8,0,0,False,False,,1
LoadOldSystemBalanceByPatient,@PatientID,int,4,10,0,False,False,,2
LoadOldSystemBalanceByPatient,@PatientBalance,decimal,5,8,2,False,False,,3
LoadOldSystemBalanceByPatient,@Closed,bit,1,1,0,False,False,,4
LoadOldSystemCustomerCreditByPatient,@PatientHomeOffice,varchar,8,0,0,False,False,,1
LoadOldSystemCustomerCreditByPatient,@PatientID,int,4,10,0,False,False,,2
LoadOldSystemCustomerCreditByPatient,@CreditAmount,decimal,5,8,2,False,False,,3
LoadOrUpdateCompanyDashboard,@CompanyID,varchar,20,0,0,False,False,,1
LoadOrUpdateOfficeDashboard,@CompanyID,varchar,20,0,0,False,False,,1
LoadOrUpdateOfficeDashboard,@OfficeNum,varchar,8,0,0,False,False,,2
LoadOrUpdateOfficeDashboard,@ResourceIDs,varchar,-1,0,0,False,False,,3
LoadOrUpdateOOFrames,@RESULT,int,4,10,0,True,False,,1
LoadSpexFrame,@RESULT,int,4,10,0,True,False,,1
LoadSpexFrameWithPriceRounding,@RESULT,int,4,10,0,True,False,,1
LoadTempCouponCodes,@CompanyID,varchar,20,0,0,False,False,,1
LoadTempCouponCodes,@PromotionID,int,4,10,0,False,False,,2
LoadTempCouponCodes,@Coupons,varchar,-1,0,0,False,False,,3
LookupCLItem,@IsCatalogItem,bit,1,1,0,False,False,,1
LookupCLItem,@CLManufacturer,varchar,20,0,0,False,False,,2
LookupCLItem,@CLStyle,int,4,10,0,False,False,,3
LookupCLItem,@CLColor,varchar,50,0,0,False,False,,4
LookupCLItem,@Base,decimal,5,8,2,False,False,,5
LookupCLItem,@Sph,decimal,5,8,2,False,False,,6
LookupCLItem,@Cyl,decimal,5,8,2,False,False,,7
LookupCLItem,@Axis,int,4,10,0,False,False,,8
LookupCLItem,@AddPower,decimal,5,8,2,False,False,,9
LookupCLItem,@Diameter,decimal,5,8,1,False,False,,10
LookupCLItem,@UpcCode,varchar,20,0,0,False,False,,11
Lookups_Accesories,@SearchString,varchar,1000,0,0,False,False,,1
Lookups_Accesories,@CompanyId,varchar,50,0,0,False,False,,2
Lookups_Accesories,@OfficeNum,varchar,50,0,0,False,False,,3
Lookups_Accesories,@pageNr,int,4,10,0,False,False,,4
Lookups_Accesories,@pageSz,int,4,10,0,False,False,,5
Lookups_Accesories,@MaxCount,varchar,4,0,0,False,False,,6
Lookups_Accesory_ById,@ItemId,int,4,10,0,False,False,,1
Lookups_Accesory_ById,@CompanyId,varchar,50,0,0,False,False,,2
Lookups_Accesory_ById,@OfficeNum,varchar,50,0,0,False,False,,3
Lookups_ContactLens_ById,@ItemId,int,4,10,0,False,False,,1
Lookups_ContactLens_ById,@CompanyId,varchar,50,0,0,False,False,,2
Lookups_ContactLens_ById,@OfficeNum,varchar,50,0,0,False,False,,3
Lookups_ContactLenses,@SearchString,varchar,1000,0,0,False,False,,1
Lookups_ContactLenses,@Suppliers,varchar,-1,0,0,False,False,,2
Lookups_ContactLenses,@Categories,varchar,1,0,0,False,False,,3
Lookups_ContactLenses,@Manufacturers,varchar,-1,0,0,False,False,,4
Lookups_ContactLenses,@Styles,varchar,-1,0,0,False,False,,5
Lookups_ContactLenses,@CLPowers,varchar,-1,0,0,False,False,,6
Lookups_ContactLenses,@SphereMin,decimal,5,4,2,False,False,,7
Lookups_ContactLenses,@SphereMax,decimal,5,4,2,False,False,,8
Lookups_ContactLenses,@Colors,varchar,-1,0,0,False,False,,9
Lookups_ContactLenses,@CompanyId,varchar,50,0,0,False,False,,10
Lookups_ContactLenses,@OfficeNum,varchar,50,0,0,False,False,,11
Lookups_ContactLenses,@pageNr,int,4,10,0,False,False,,12
Lookups_ContactLenses,@pageSz,int,4,10,0,False,False,,13
Lookups_ContactLenses,@MaxCount,varchar,4,0,0,False,False,,14
Lookups_EGLens_ById,@ItemId,int,4,10,0,False,False,,1
Lookups_EGLens_ById,@CompanyId,varchar,50,0,0,False,False,,2
Lookups_EGLens_ById,@OfficeNum,varchar,50,0,0,False,False,,3
Lookups_EGLenses,@SearchString,varchar,1000,0,0,False,False,,1
Lookups_EGLenses,@LensTypes,varchar,-1,0,0,False,False,,2
Lookups_EGLenses,@Materials,varchar,-1,0,0,False,False,,3
Lookups_EGLenses,@Styles,varchar,-1,0,0,False,False,,4
Lookups_EGLenses,@Colors,varchar,-1,0,0,False,False,,5
Lookups_EGLenses,@Coatings,varchar,-1,0,0,False,False,,6
Lookups_EGLenses,@CompanyId,varchar,50,0,0,False,False,,7
Lookups_EGLenses,@OfficeNum,varchar,50,0,0,False,False,,8
Lookups_EGLenses,@pageNr,int,4,10,0,False,False,,9
Lookups_EGLenses,@pageSz,int,4,10,0,False,False,,10
Lookups_EGLenses,@MaxCount,varchar,4,0,0,False,False,,11
Lookups_Frames_Collections,@companyId,varchar,20,0,0,False,False,,1
Lookups_Frames_Filters,@CompanyId,varchar,20,0,0,False,False,,1
MapInsurancePlan,@PlanID,int,4,10,0,False,False,,1
MapInsurancePlan,@OfficeNum,varchar,20,0,0,False,False,,2
MapInsurancePlan,@ModifiedBy,int,4,10,0,False,False,,3
MapInsurancePlan,@Version1,int,4,10,0,False,False,,4
MapInsurancePlan,@MapAllOffices,int,4,10,0,False,False,,5
MapInsurancePlan,@CompanyID,varchar,8,0,0,False,False,,6
MarkVisionStarCancelOrderReadyToBeSent,@XifDataBatchId,int,4,10,0,False,False,,1
MarkVisionStarCancelOrderReadyToBeSent,@HasRecordsToProcess,int,4,10,0,True,False,,2
MarkVisionStarOrderReadyToBeSent,@XifDataBatchId,int,4,10,0,False,False,,1
MarkVisionStarOrderReadyToBeSent,@HasRecordsToProcess,int,4,10,0,True,False,,2
MatchClaims,@EDI835HeaderInfoID,int,4,10,0,False,False,,1
MergeExtensionTables,@Patient_ID1,int,4,10,0,False,False,,1
MergeExtensionTables,@Patient_ID2,int,4,10,0,False,False,,2
MergeOrChangeCompany,@FromCompanyId,varchar,30,0,0,False,False,,1
MergeOrChangeCompany,@ToCompanyId,varchar,30,0,0,False,False,,2
NetSaleByDoctor,@fromdate,datetime,8,23,3,False,False,,1
NetSaleByDoctor,@todate,datetime,8,23,3,False,False,,2
NetSaleByDoctor,@CompanyID,varchar,20,0,0,False,False,,3
PatientFollowupNotes,@OfficeNum,varchar,8,0,0,False,False,,1
PatientFollowupNotes,@FromDate,datetime,8,23,3,False,False,,2
PatientFollowupNotes,@ToDate,datetime,8,23,3,False,False,,3
PatientRecallByItemType,@OfficeNum,varchar,12,0,0,False,False,,1
PatientRecallByItemType,@IsRecallItem,bit,1,1,0,False,False,,2
PatientRecallByItemType,@IsUpdateLastExamDate,bit,1,1,0,False,False,,3
RemoveDuplicateRecalls,@firstRecallID,varchar,20,0,0,False,False,,1
RemoveDuplicateRecalls,@RecallIDs,varchar,200,0,0,False,False,,2
RetransmitAppointmentsViaServiceFailure,@CompanyID,varchar,20,0,0,False,False,,1
RetransmitAppointmentsViaServiceFailure,@isPreview,bit,1,1,0,False,False,,2
RetransmitAppointmentsViaServiceFailure,@lastmodifiedfrom,datetime,8,23,3,False,False,,3
RetransmitAppointmentsViaServiceFailure,@lastmodifiedto,datetime,8,23,3,False,False,,4
RetransmitPatientsViaServiceFailure,@CompanyID,varchar,20,0,0,False,False,,1
RetransmitPatientsViaServiceFailure,@isPreview,bit,1,1,0,False,False,,2
RetransmitPatientsViaServiceFailure,@lastmodifiedfrom,datetime,8,23,3,False,False,,3
RetransmitPatientsViaServiceFailure,@lastmodifiedto,datetime,8,23,3,False,False,,4
SalesByGoal,@OfficeNum,varchar,10,0,0,False,False,,1
SalesByGoal,@CurrentDate,datetime,8,23,3,False,False,,2
SalesOrderExport,@transmissionDate,datetime,8,23,3,False,False,,1
SalesOrderExport,@updateStatus,bit,1,1,0,False,False,,2
SalesPaymentByVisionPlan,@FromDate1,varchar,20,0,0,False,False,,1
SalesPaymentByVisionPlan,@ToDate1,varchar,20,0,0,False,False,,2
SalesPaymentByVisionPlan,@OfficeNum,varchar,20,0,0,False,False,,3
SalesReportByPlan,@FromDate,varchar,20,0,0,False,False,,1
SalesReportByPlan,@ToDate,varchar,20,0,0,False,False,,2
SalesReportByPlan,@Office,varchar,20,0,0,False,False,,3
SalesReportByPlan,@CarrierID,varchar,50,0,0,False,False,,4
SaveContactLense_Extension,@ClStyleId,int,4,10,0,False,False,,1
SaveExistingPriceBulkFrameSetup,@companyId,varchar,20,0,0,False,False,,1
SaveExistingPriceBulkFrameSetup,@onlyPriceActive,int,4,10,0,False,False,,2
SaveExistingPriceBulkFrameSetup,@changeTypeValue,decimal,9,18,2,False,False,,3
SaveExistingPriceBulkFrameSetup,@changeTypePercentage,int,4,10,0,False,False,,4
SaveExistingPriceBulkFrameSetup,@dollarAmountValue,decimal,9,18,2,False,False,,5
SaveExistingPriceBulkFrameSetup,@dollarAdd,int,4,10,0,False,False,,6
SaveExistingPriceBulkFrameSetup,@endIn,varchar,100,0,0,False,False,,7
SaveExistingPriceBulkFrameSetup,@selectedCollections,varchar,-1,0,0,False,False,,8
SaveItemPrice_Extension,@ItemID,int,4,10,0,False,False,,1
SaveItemPrice_Extension,@PriceTypeID,int,4,10,0,False,False,,2
SaveItemPrice_Extension,@Price,decimal,5,8,2,False,False,,3
SaveItemPrice_Extension,@PriceListID,int,4,10,0,False,False,,4
SaveItemPrice_Extension,@SvPrice,decimal,5,8,2,False,False,,5
SaveItemPrice_Extension,@BfPrice,decimal,5,8,2,False,False,,6
SaveItemPrice_Extension,@TfPrice,decimal,5,8,2,False,False,,7
SaveItemPrice_Extension,@PgPrice,decimal,5,8,2,False,False,,8
SaveItemPrice_Extensions,@ItemID,int,4,10,0,False,False,,1
SaveItemPrice_Extensions,@PriceTypeID,int,4,10,0,False,False,,2
SaveItemPrice_Extensions,@Price,decimal,5,8,2,False,False,,3
SaveItemPrice_Extensions,@PriceListID,int,4,10,0,False,False,,4
SaveItemPrice_ForAllOfficesInCompany,@ItemID,int,4,10,0,False,False,,1
SaveItemPrice_ForAllOfficesInCompany,@PriceTypeID,int,4,10,0,False,False,,2
SaveItemPrice_ForAllOfficesInCompany,@Price,decimal,5,8,2,False,False,,3
SaveItemPrice_ForAllOfficesInCompany,@PriceListID,int,4,10,0,False,False,,4
SaveItemPrice_ForAllOfficesInCompany,@CompanyID,varchar,20,0,0,False,False,,5
SaveItemPrice_ForAllOfficesInCompany,@SvPrice,decimal,5,8,2,False,False,,6
SaveItemPrice_ForAllOfficesInCompany,@BfPrice,decimal,5,8,2,False,False,,7
SaveItemPrice_ForAllOfficesInCompany,@TfPrice,decimal,5,8,2,False,False,,8
SaveItemPrice_ForAllOfficesInCompany,@PgPrice,decimal,5,8,2,False,False,,9
SaveProductServiceTaxes_Extension,@Id,int,4,10,0,False,False,,1
SaveProductServiceTaxes_Extension,@StateTax,decimal,5,5,3,False,False,,2
SaveProductServiceTaxes_Extension,@CountyTax,decimal,5,5,3,False,False,,3
SaveProductServiceTaxes_Extension,@LocalTax,decimal,5,5,3,False,False,,4
SaveRecallType_Extensions,@RecallTypeId,int,4,10,0,False,False,,1
SaveRecallType_Extensions,@CompanyId,varchar,20,0,0,False,False,,2
SaveRecallType_Extensions,@Name,varchar,40,0,0,False,False,,3
SaveRecallType_Extensions,@Months,smallint,2,5,0,False,False,,4
SaveRecallType_Extensions,@IsActive,bit,1,1,0,False,False,,5
SaveSSOffice,@SSOfficeID,varchar,50,0,0,False,False,,1
SaveSSOffice,@OfficeNum,varchar,8,0,0,False,False,,2
SaveSSOffice,@CarrierID,varchar,50,0,0,False,False,,3
SaveSSOffice,@Login,varchar,50,0,0,False,False,,4
SaveSSOffice,@Password,varchar,50,0,0,False,False,,5
SaveSSOffice,@AcctNum,varchar,50,0,0,False,False,,6
SaveSSOffice,@PlanName,varchar,50,0,0,False,False,,7
SaveSSOffice,@LabCookie,varchar,8,0,0,False,False,,8
SaveSSOffice,@AccessCookie,varchar,500,0,0,False,False,,9
SaveSSOffice,@SelectedLabId,varchar,8,0,0,False,False,,10
SaveSSOffice,@PhoneCookie,varchar,50,0,0,False,False,,11
SaveSSOffice,@IsAutoSubmitOn,bit,1,1,0,False,False,,12
SaveSSOffice,@VspPaymentType,varchar,10,0,0,False,False,,13
SaveSSOffice,@SubmitterID,varchar,20,0,0,False,False,,14
SaveSSOffice,@EligOfficeID,varchar,30,0,0,False,False,,15
SaveWholeSalePriceBulkFrameSetup,@companyId,varchar,20,0,0,False,False,,1
SaveWholeSalePriceBulkFrameSetup,@onlyPriceActive,int,4,10,0,False,False,,2
SaveWholeSalePriceBulkFrameSetup,@changeTypeValue,decimal,9,18,2,False,False,,3
SaveWholeSalePriceBulkFrameSetup,@changeTypePercentage,int,4,10,0,False,False,,4
SaveWholeSalePriceBulkFrameSetup,@dollarAmountValue,decimal,9,18,2,False,False,,5
SaveWholeSalePriceBulkFrameSetup,@dollarAdd,int,4,10,0,False,False,,6
SaveWholeSalePriceBulkFrameSetup,@endIn,varchar,100,0,0,False,False,,7
SaveWholeSalePriceBulkFrameSetup,@selectedCollections,varchar,-1,0,0,False,False,,8
SaveYourCostBulkFrameSetup,@companyId,varchar,20,0,0,False,False,,1
SaveYourCostBulkFrameSetup,@onlyPriceActive,int,4,10,0,False,False,,2
SaveYourCostBulkFrameSetup,@changeTypeValue,decimal,9,18,2,False,False,,3
SaveYourCostBulkFrameSetup,@changeTypePercentage,int,4,10,0,False,False,,4
SaveYourCostBulkFrameSetup,@dollarAmountValue,decimal,9,18,2,False,False,,5
SaveYourCostBulkFrameSetup,@dollarAdd,int,4,10,0,False,False,,6
SaveYourCostBulkFrameSetup,@endIn,varchar,100,0,0,False,False,,7
SaveYourCostBulkFrameSetup,@selectedCollections,varchar,-1,0,0,False,False,,8
Scheduler_AllResources_Get,@locationID,int,4,10,0,False,False,,1
Scheduler_AllResources_Get,@userID,int,4,10,0,False,False,,2
Scheduler_AllResources_Get,@startDate,datetime,8,23,3,False,False,,3
Scheduler_AllResources_Get,@endDate,datetime,8,23,3,False,False,,4
Scheduler_AllResourcesByCompany_Get,@companyID,varchar,20,0,0,False,False,,1
Scheduler_ALProviderHoursConversion_Get,@Employee,int,4,10,0,False,False,,1
Scheduler_ALProviderHoursConversion_Get,@OfficeNum,varchar,8,0,0,False,False,,2
Scheduler_ALProviderHoursConversion_Get,@CutoffDate,datetime,8,23,3,False,False,,3
Scheduler_Appointment_Del,@appointmentId,int,4,10,0,False,False,,1
Scheduler_Appointment_InvoiceId_Update,@locationID,int,4,10,0,False,False,,1
Scheduler_Appointment_InvoiceId_Update,@patientInvoiceIdTable,udtPatientInvoiceIdsTable,-1,0,0,False,False,,2
Scheduler_Appointment_InvoiceId_Update,@invoiceDate,datetime,8,23,3,False,False,,3
Scheduler_AppointmentBook_Get,@FromDate,datetime,8,23,3,False,False,,1
Scheduler_AppointmentBook_Get,@OfficeId,int,4,10,0,False,False,,2
Scheduler_AppointmentBook_GetByPatientId,@PatientId,int,4,10,0,False,False,,1
Scheduler_AppointmentBook_GetByPatientId,@CompanyId,varchar,20,0,0,False,False,,2
